Title,Published Date,Type,Link,Authors,Abstract
An empirical study on the relationship between emotional labor and work performance among university teachers,07 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1470436/full,Danna Hao,"This study is based on the theory of emotional events and explores the relationship between emotional labor and the job performance of university teachers. Relevant data was obtained through a questionnaire, and a structural equation model was constructed for path analysis. The study found that the surface performance of university teachers has a significant negative impact on relationship performance and task performance; deep performance and proactive authenticity of university teachers have a significant positive impact on relationship performance, task performance, and adaptability performance, respectively; the passive reality of university teachers has a significant negative impact on relationship performance, task performance, and adaptability performance. Based on research findings, this study proposes suggestions for the performance evaluation mechanism of university teachers, including improving the recruitment methods, increasing the emotional labor assessment and incentive mechanism, focusing on alleviating negative emotions of teachers, strengthening the awareness guidance and education of school management and teachers on emotional labor, establishing training courses on emotional labor for teachers, arranging various activities reasonably, and creating a good working atmosphere. Ultimately, these suggestions aim to help university teachers recognize the significance of emotional labor, promote their educational and teaching work, and provide new methods and paths for improving the work performance of university teachers."
Influence of parental structure and chaos on homework anxiety in elementary school students: the mediating role of homework motivation,07 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1399507/full,"Jing Li, Yadong Ding","The present study aimed to examine the relationship between parental structure, parental chaos, and homework anxiety among elementary school students, as well as the mediating roles of autonomous and controlled motivation in relation to homework. A total of 1,118 elementary school students from grades 4 to 6 completed the Parents as Social Context Questionnaire, Homework Anxiety Scale, and Homework Motivation Scale. Results indicated that parental structure was negatively associated with homework anxiety in elementary school students, while parental chaos exhibited a positive correlation with such anxiety; furthermore, both homework autonomous and controlled motivation mediated the relationship between parental structure and chaos with homework anxiety. Specifically, a structured parenting environment could mitigate homework anxiety by enhancing students’ autonomous motivation; conversely, chaotic parenting environments were associated with increased homework anxiety through heightened controlled motivation while simultaneously diminishing autonomous motivation. These findings offer novel insights into alleviating homework-related anxiety among elementary school students and provide empirical support for developing educational interventions focused on parenting practices."
Assessing self-other agreement and dyadic adjustment in marital dyads,04 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1363165/full,"Josh D. Dwire, Marvin W. Acklin",Abstract not available.
Leisure and Cultural Identity: An Empirical Study Based on Root-Seeking Summer Camp for Ethnic Chinese New Generation,04 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1330613/full,"Zhenhan Wang, Sheling Ye, li Bei",Abstract not available.
PanicRoom: a virtual reality-based Pavlovian fear conditioning paradigm,04 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1432141/full,"Chiara Lucifora, Aldo Gangemi, Giovanni D’Italia, Laura Culicetto, Francesca Ferraioli, Giorgio Mario Grasso, Carmelo Mario Vicario","Introduction:Pavlovian fear conditioning is an experimental paradigm used to study the acquisition and extinction of fear responses and the various aspects of fear and anxiety. We developed a virtual reality (VR) version of this paradigm to leverage the benefits of virtual reality, such as ecological validity, standardization, safety, and therapeutic applications. Our objective was to create an open-source and immersive environment for studying fear-related responses using Unity Engine 3D and the Oculus Rift device."
Is phenomenal consciousness really a special case in science?,04 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1422050/full,"Klaus Gärtner, João L. Cordovil,","In the metaphysics of science, it is often held that higher-level properties are grounded in micro-physical properties. According to many philosophers, however, phenomenal consciousness resists this view. Many famous arguments in Philosophy of Mind have been given to reject this notion. In this paper, we argue that there is something odd about the idea that phenomenal consciousness is a special case in science and give a constructive proposal on how consciousness can fit in the natural world. To do so, we will first introduce a general notion of what grounding is. Then, we will briefly explain how the arguments for the specialness of phenomenal consciousness work by considering two famous examples, namely the zombie and the knowledge argument. In a further step, we will briefly discuss two cases from other areas in science, i.e., in particle physics and chemistry. We will demonstrate that the standard view about the reductive relation does not hold, even in these paradigm cases of the natural sciences. If what we argue is true, we think that most arguments from phenomenal consciousness cannot defeat physicalismper se. Finally, we will introduce an alternative way to naturalize phenomenal consciousness."
"Father presence, adolescent girls’ resilience, psychological security, and achievement goal orientation: examining direct and indirect associations",04 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1403403/full,"Jiayi Zhou, Xueyan Wei, Lingfang Xue, ","In the developmental research, studies on the importance of fathers in the parent–child relationship is insufficient, especially the father-daughter relationship. Thus far, a few studies have investigated whether father presence influences adolescent daughters’ resilience. Therefore, this study investigated the extent to which intermediary factors affect the relationship between father presence and daughters’ resilience. A total of 718 Chinese female high school students participated in a questionnaire survey. The results showed father presence was positively related to resilience in female high school students. Additionally, psychological security fully mediated the relationship between father presence and daughters’ resilience, whereas achievement goal orientation partially mediated this relationship; specifically, the mastery-approach and performance-approach orientations. The results highlight the importance of considering the meaning and implications of father presence and daughter’s resilience in Chinese culture."
Stress and career aspirations: a longitudinal study with medical students,04 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1449111/full,"Clara Picker-Roesch, Jessica Lang","Background:The psychological well-being of medical students has often been studied in relation to various factors and typically exhibits poorer scores than comparable student groups. This diminished well-being can have far-reaching implications, like impact on career or academic engagement. While there are some studies on specialty choice or academic performance few studies have examined the effects of stress at the beginning of medical school on career ambitions and the associated interest in research. Given the anticipated future shortage of healthcare professionals and the goal of gender equality in higher positions, it is crucial to examine this relationship as early as medical education. The question arises whether medical education and the demands of studying influence the career ambitions of different student groups."
The mediating role of school effectiveness in the relationship between transformational leadership and workplace exclusion,04 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1475156/full,Ayhan Kandemir,"The purpose of this study is to reveal the mediating role of school effectiveness in the relationship between transformational leadership and workplace exclusion. The sample of the study consisted of 410 teachers working in primary, secondary and high schools in Bolu/Türkiye province center in the 2023–2024 academic year. Correlational design was used in the study and path analysis was used to reveal the predictive relationships between variables. As a result of the study, it was seen that the hypotheses put forward in line with the model put forward were confirmed. In this context, it was concluded that transformational leadership has a significant positive effect on school effectiveness (Hypothesis 1), school effectiveness has a significant negative effect on workplace exclusion (Hypothesis 2), transformational leadership has a significant negative effect on workplace exclusion (Hypothesis 3) and finally school effectiveness has a mediating role in the effect of transformational leadership on workplace exclusion (Hypothesis 4). In the context of the results, suggestions were made such as providing in-service courses for school administrators on transformational leadership and school effectiveness, preventing exclusion at work by giving teachers the opportunity to develop themselves and participate in the decisions taken."
Delayed predictive inference integration with and revision by low-competitive inference alternatives in Chinese narrative text reading,04 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1403479/full,"Fei Xu, Lulu Cheng, Xianghong Gong, Chenglong Liu","When readers encounter information conflicting with the predictive inferences made earlier, they may update the outdated ones with new ones, a process known as predictive inference revision. The current study examined the revision of disconfirmed predictive inferences by the primarily weakly activated, thus low-competitive inference alternatives during Chinese narrative text reading among Chinese native speakers. We conducted an event-related brain potential (ERP) experiment to study the predictive inference revision with increasingly supportive information for the low-competitive predictive inference alternatives. It serves as the very first attempts to study the predictive inference revision mechanisms by combining a larger range of ERP components, including frontal-Post-N400-Positivity (f-PNP) as an index of revision to examine the influences of the alternative inferences at later stages of reading comprehension. Our results showed that readers could detect inconsistent information (P300), disconfirm the incorrect predictive inferences before successfully integrating the low-competitive alternative predictive inferences with their current situation model (N400), engaging themselves in a second-pass reanalysis process incurring processing costs (P600), and revising the disconfirmed predictive inferences (f-PNP) at a later stage of reading comprehension. Results of this study are supportive of relevant theories in assuming that predictive inference revision does not happen immediately upon encountering conflicting information but happens slowly and incrementally. Our results also unfold the post-revision mechanisms by suggesting the remaining activation and lingering influences of the disconfirmed inferences in the forthcoming reading process."
The relationship of compliance with immediate and delayed suggestibility and types of resistant behavioral responses in children aged 10–15 years,04 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1463756/full,,Abstract not available.
"Examination of language, cognitive, and mathematical skills in childhood endocrine diseases",03 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1284950/full,"Ebrar Çavuşoğlu, Merve Savaş, Emine Dilek, Yusuf Elgörmüş, Senanur Kahraman Beğen","Introduction:Children diagnosed with endocrine disorders may exhibit atypical development and may encounter challenges in language, academic, and cognitive skills, as well as social–emotional issues. The objective of this study was to identify potential therapeutic requirements in the areas of language, cognition, and mathematical skills among children with endocrine disorders who experience school failure. This will enable an early evaluation of speech and language disorders and the planning of interventions to be possible."
Focus group on conflict management in the classroom in Secondary Education in Costa Rica: mixed methods approach,03 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1407433/full,"Pedro Bonilla R., Immaculada Armadans, M. Teresa Anguera","Introduction:The educational system in Costa Rica, as regulated by Law #7727, which governs Alternative Conflict Resolution and Promotion of Social Peace must consider the interplay of various factors influencing classroom conflicts and the management strategies employed by teachers. Consequently, it becomes imperative to identify the most effective conflict resolution practices applicable within this context. To achieve this, a thorough procedure based on mixed methods was employed to analyze and interpret both classroom conflict behaviors and teachers’ strategic responses."
How ChatGPT transformed teachers: the role of basic psychological needs in enhancing digital competence,03 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1458551/full,"Jinshan Zhou, Lihan Shen, Weibang Chen","Introduction:With the rapid development of ChatGPT, its application in the field of education has garnered widespread attention. This study aims to explore the impact of ChatGPT on teachers’ digital competence (TDC) and the mediating role of basic psychological needs satisfaction (BPNS)."
Drowning in emails: investigating email classes and work stressors as antecedents of high email load and implications for well-being,03 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1439070/full,"Marcel Kern, Sandra Ohly, Lenka Ďuranová, Juliane Friedrichs","Introduction:High email load has been associated with impaired well-being because emails impose specific demands, disturb the workflow, and thereby overtax individuals’ action regulation toward prioritized goals. However, the causes and well-being-related consequences of email load are not yet well understood, as previous studies have neglected the interaction type and function of emails as well as co-occurring stressors as antecedents of high email load and have relied predominantly on cross-sectional designs."
Maternal Gatekeeping Scale for infancy period (0–24 months) adaptation into Turkish: Mother and Father Form,03 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1474556/full,"Fatma Elif Ergin, Müberra Demirbaş","This research aimed to adapt the Maternal Gatekeeping Scale into Turkish for use with infants and to evaluate its validity and reliability with parents. The study employed a descriptive survey model, a quantitative research approach. Participants were selected using criterion sampling, a purposeful sampling technique. The study sample included 305 mothers and 209 fathers with infants aged 0–24 months, who are married, living together, and agreed to participate. The data in the study were collected with the “Demographic Information Form” and “Maternal Gatekeeping Scale” created by the researcher. Confirmatory factor analysis was performed for the construct validity of the Maternal Gatekeeping Scale- Mother Form and Maternal Gatekeeping Scale- Father Form. The internal consistency reliability coefficient of the Maternal Gatekeeping Scale-Mother Form was 0.76; the control sub-dimension was 0.75, the encouragement sub-dimension was 0.81, and the obstacle sub-dimension was 0.76. The internal consistency reliability coefficient of the Maternal Gatekeeping Scale-Father Form was 0.87; the control sub-dimension was 0.83, the encouragement sub-dimension was 0.87, and the obstacle sub-dimension was 0.87. In order to calculate item discriminations, 27% lower-upper groups were formed and independent sample t-test was applied to these groups. Item-total correlation values were calculated to determine the relationship between each item in the scale and other items. The findings of this study demonstrate that both the Mother and Father Forms of the Maternal Gatekeeping Scale are valid and reliable tools for assessing maternal gatekeeping among parents with infants in Türkiye. The adaptation of this scale represents a significant advancement in the field of maternal gatekeeping during infancy. It is anticipated that this adapted scale will serve as a foundational resource for future research, facilitating the exploration of determinants and consequences associated with maternal gatekeeping in infancy."
The role of social–emotional competencies in interpersonal relationships: a structural equation modeling approach,03 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1360467/full,"Jing Lin, Letong Zhang, Yi-Lung Kuo","Social–emotional competencies, a crucial non-academic factor for K-12 students to be competent 21st century citizens, are receiving increasing research attention. Based on the 2,801 self-reports of grades 4–8 students from four schools in China, this study scrutinized the associations between adolescents’ five core competencies and their interpersonal relationships. Results indicated that five competencies acted as mediators between parent–child relationships and students’ relationships with teachers and peers. In addition to the girls’ advantage in five competencies, the results also demonstrated the gender and grade differences in the association. Boys had more indirect links and girls had both direct and indirect associations. There were grade differences in the mediating role of social awareness. The study’s findings may advance our understanding of the parental influence on Chinese students’ social–emotional competencies and provide a more nuanced picture of the conditions and interplay that foster or hinder students’ proficiency in these competencies in schools and families."
Psychological mediators between risk perception and psychological wellbeing in emergency healthcare workers,03 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1435189/full,"Maria del Carmen Badía, Rafael Alarcón, Javier Trillo, Jesús Miranda-Páez,","Healthcare workers are subjected to numerous work-related stress factors, which have negative consequences on their physical and mental health, making them a vulnerable group. The recent pandemic caused by the new coronavirus created a high demand for attention from healthcare workers, which put their mental health at risk. This study aimed to test a mediation model in which resilience and the satisfaction of psychological needs play a mediating role in risk perception, the attitude toward the management carried out by the administration, emotional intelligence on psychological wellbeing, and depressive symptoms of frontline professionals. The sample consisted of 405 healthcare professionals aged between 22 and 65 years, belonging to critical care units in southern Spain. Linear correlation and mediation analyses were performed. The results showed that psychological wellbeing had positive correlations with resilience and negative correlations with the discrepancy in the satisfaction of psychological needs. Depressive symptoms had negative correlations with resilience and positive correlations with the satisfaction of psychological needs. To explore these results further, a mediation analysis was conducted, and a large set of significant indirect effects was found."
Psychological status of general population 1 year after the outbreak of COVID-19: a cross-sectional study based on SCL-90,03 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1420834/full,"Xia Chen, Yue Hu, Yuan Deng, Xin Wang, Xiao Yang, Ying Wang, Yanli Lian, Shiping Wang, Xinju Xiang, Chan Liu, Fang Wu, Shaochuan Chen, Huimin Li","Introduction:The mental health of populations is usually affected after a disaster event. However, it is not known what the level of mental health of Chinese population 1 year after COVID-19, nor what factors influence it."
Shaping infants’ social brains through vicarious social learning: the importance of positive mother–father interactions,02 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1419159/full,"Sofie Rousseau, Nuphar Avital, Yuliya Tolpyhina,","Introduction:This study is the first to assess whether infants’ developing social brains may be susceptible to the vicarious social experience of interparental positivity. Specifically, we explored whether infants’ exposure to interparental positivity may vicariously shape their neural substrates of social development."
Digital technology and psychological happiness: the mediating roles of interpersonal relationships and employment situations,02 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1420511/full,"Wenxin Hu, Ziwen Zhang, Xinyue Qu, Yufei Mao","Psychological happiness represents the ultimate pursuit of human beings, and the impact of digital technology on psychological happiness is becoming increasingly significant in the era of the digital economy. Based on data from 2020 China Family Panel Studies (CFPS), this study constructs an empirical model that examines the effect and mechanism of digital technology on happiness. Additionally, this study investigates the heterogeneity and robustness of the impact of digital technology on happiness. The research conclusions are as follows: Firstly, digital technology can promote psychological happiness. When controlling for other factors, the marginal effect coefficient of digital technology is 0.031. Secondly, the effect of digital technology on personal happiness varies among different groups, particularly among women, young individuals, primary and college graduates, and rural residents. Furthermore, as absolute income increases, the happiness effect of digital technology diminishes. Thirdly, in terms of the influencing mechanism, digital technology indirectly affects individual happiness by influencing health status, interpersonal relationships, employment situations and income levels. Specifically, digital technology negatively impacts personal health, interpersonal relationships, and agricultural work, while positively impacting family relationships, non-agricultural employment, absolute income and relative income. Digital technology affects happiness through these channels indirectly. Based on the study results, it is proposed that efforts should be made to enhance the development of digital technology infrastructure in remote rural areas, reduce the financial burden associated with digital technology, and promote the digital technology ecosystem. Moreover, providing online services, such as e-commerce, travel reservations, and digital financial management, can improve access to digital technology in rural areas and contribute to increased happiness levels. Simultaneously, there is a need to strengthen digital skills training, particularly among vulnerable populations such as the elderly and rural residents, to improve their proficiency in digital technologies. This can be achieved through the integration of additional educational resources, thereby facilitating cost-free digital technology training and guidance. Meanwhile, it is essential to vigorously develop the new economy and innovative employment models, create job opportunities, foster entrepreneurial prospects, and improve income levels to enhance individual well-being."
Distraction by unexpected sounds: comparing response repetition and response switching,02 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1451008/full,"Elena García-López, Fabrice B. R. Parmentier,","Numerous studies using oddball tasks have shown that unexpected sounds presented in a predictable or repeated sequence (deviant vs. standard sounds) capture attention and negatively impact ongoing behavioral performance. Here, we examine an aspect of this effect that has gone relatively unnoticed: the impact of deviant sounds is stronger for response repetitions than for response switches. Our approach was two-fold. First, we carried out a simulation to estimate the likelihood that stimuli sequences used in past work may not have used balanced proportions of response repetition and switch trials. More specifically, we sought to determine whether the larger distraction effect for response repetitions may have reflected a rarer, and thereby more surprising, occurrence of such trials. To do so, we simulated 10,000 stimuli sets for a 2-AFC task with a proportion of deviant trial of 0.1 or 0.16. Second, we carried out a 2-AFC oddball task in which participants judged the duration of a tone (short vs. long). We carefully controlled the sequence of stimuli to ensure to balance the proportions of response repetitions and response switches across the standard and deviant conditions. The results of the stimuli simulation showed that, contrary to our concerns, response switches were more likely than response repetitions when left uncontrolled for. This suggests that the larger distraction found for response repetition in past work may in fact have been underestimated. In the tone duration judgment task, the results showed a large impact of the response type on distraction as measured by response times: Deviants sounds significantly delayed response repetitions but notably accelerated switches. These findings suggest that deviant sound hinder response repetition and encourage or bias the cognitive system towards a change of responses. We discuss these findings in relation to the adaptive nature of the involuntary detection of unexpected stimuli and in relation to the notion of partial repetition costs. We argue that results are in line with the binding account as well as with the signaling theory."
Mixing transcutaneous vagal nerve stimulation and galvanic cutaneous stimulation to decrease simulator adaptation syndrome,02 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1476021/full,"Germán Gálvez-García, Patricio Mena-Chamorro, Tomás Espinoza-Palavicino, Tatiana Romero-Arias, Mauricio Barramuño-Medina, Claudio Bascour-Sandoval","Purpose:Simulator Adaptation Syndrome arises from a perceptual discordance between expected and actual motion, giving rise to symptoms such as nausea and disorientation. This research focused on determining the benefit of Transcutaneous Vagal Nerve Stimulation (tVNS) and Galvanic Cutaneous Stimulation (GCS), where both were applied in conjunction, as compared to their administration in isolation, to decrease Simulator Adaptation Syndrome (SAS)."
How technical and situational cues affect impulse buying behavior in social commerce? Evidence from bored consumers,02 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1405189/full,"Yuhan Xue, Taiwen Feng, Chong Wu","Introduction:With the rise of social media and web technologies, users are increasingly spending time on browsing and purchasing on social commerce, particularly during idle moments of casual scrolling. Social commerce applications with sophisticated social features and security measures may tend to attract a significant number of highly engaged users. The purpose of this study is to find out whether customers will be interested in the content posted on the applications and generate impulse consumption when they are bored."
Patient characteristics of completion and dropout of mentalization-based treatment for adolescents with conduct disorder,02 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1390169/full,"Sophie Hauschild, Drago Dragovic, Lea Kasper, Esther Sobanski, Svenja Taubner,","Introduction:Conduct disorder (CD) is a severe mental disorder in youth. Yet, providing psychological interventions for adolescents with CD is challenging. This patient group is often characterized by risk factors for therapy dropout such as, e.g., CD symptoms and being in middle adolescence. On the other hand, little is known about characteristics of adolescents with CD who complete treatment. To gain more insight into what might become a successful therapy with adolescents with CD, this study explores baseline characteristics and drop-out occurrence in patients with CD referred to mentalization-based treatment for adolescents with CD (MBT-CD). More specifically, this study aims at identifying clusters of adolescent patients based on age, CD symptom severity and personality pathology at the beginning of treatment which may have come along with a higher or lower dropout occurrence."
Predicting implementation of response to intervention in math using elastic net logistic regression,02 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1410396/full,"Qi Wang, Garret J. Hall, Qian Zhang, Sara Comella","Introduction:The primary objective of this study was to identify variables that significantly influence the implementation of math Response to Intervention (RTI) at the school level, utilizing the ECLS-K: 2011 dataset."
Implicit motor imagery: examining motor vs. visual strategies in laterality judgments among older adults,02 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1445152/full,"Aneet Saran, Jonathan J. Marotta","Cognitive states like motor imagery (MI; simulating actions without overtly executing them) share a close correspondence with action execution, and hence, activate the motor system in a similar way. However, as people age, reduction in specific cognitive abilities like motor action simulation and action planning/prediction are commonly experienced. The present study examined the effect of visual–spatial processing for both typical and challenging upper-limb movements using the Hand Laterality Judgment Task (HLJT), in which participants were asked to judge whether the depicted hand is a left or right hand. Several main findings emerged: (1) Compared to younger adults, older adults exhibited slower responses and greater error rates in both Experiment 1 and 2. This suggests that visual–spatial transformations undergo alterations with age; (2) Older adults displayed higher error rates with realistic hands at both back and palm viewpoints of the hands compared to younger adults. However, this pattern did not hold for response times; (3) Participants responded faster to medial hand orientations (i.e., closer to the midline of the body) compared to lateral hand orientations (i.e., farther from the midline of the body) for palm-views in both Experiment 1 and Experiment 2. Given that we observed better performance on medial orientations compared to lateral orientations, this suggests that participants follow the same motor rules and biomechanical constraints of the represented movement. Novel information is provided about differences in individuals’ use of strategies (visual vs. motor imagery) to solve the HLJT for both mannequin and real hands."
Did Internet Usage Reduce the Impact of COVID-19 on the Mental Health of Middle-Aged and Older Adults? A Difference-in-Differences Study Based on CFPS Data,01 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1462398/full,"Bo Yang, Xiao Feng Wang, Yuan Zhao",Abstract not available.
Emotions and Interactive Tangible Tools for Math Achievement in Primary Schools,01 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1440981/full,"Filippo Saccardo, Gisella Decarli, Valentina I. Missagia, Margherita Andrao, Federica Gini, Massimo Zancanaro, Laura Franchin",Abstract not available.
"Energy in the Workplace: Job Demands, Job Resources, and Employees’ Inner Resources as Pathways to Organizational Outcomes",01 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1413901/full,"Cody R. DeHaan, Emma L. Bradshaw, Sandra Diaz-Castillo, Todd Trautman, Scott Rigby, Richard M. Ryan,",Abstract not available.
Thematic and intertextual analysis from a feasibility studying using the Bonny Method of Guided Imagery and Music (GIM) with clients in eating disorder treatment,01 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1456033/full,"Annie L. Heiderscheit,",Abstract not available.
Comparing laboratory and online settings: equivalence in training and transfer effects for training task-order coordination processes,01 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1440057/full,"Daniel A. Darnstaedt, Leif Langsdorf, Torsten Schubert","Introduction:The literature on dual-task training suggests reductions in task-coordination costs with extensive practice, yet such regimens are resource-intensive. This study investigates the feasibility of online assessments for cognitive training studies by comparing training and transfer effects on task-ordercoordination (TOC) skills in laboratory versus online settings."
Differential effects of mindfulness treatment and mobile neurofeedback on event-related potentials in early posterior negativity in cancer patients: a clinical-experimental parallel group design,01 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1395032/full,"Madeleine Fink, Kira Schmidt, Axel Kowalski, Saskia Pasche, Calvin Albrot, Marvin Krawutschke, Theresa Schweig, Mitra Tewes, Eva-Maria Skoda, Martin Teufel, Bernhard W. Müller,","Introduction:Cancer frequently leads to psychological challenges, among them emotion regulation problems. These can be alleviated with the help of mindfulness therapies or neurofeedback (NF) interventions. Possible intervention effects on emotion procession can be detected in clinical EEG studies by exploring event-related potentials, e.g., early posterior negativity (EPN), which recently has been established to investigate emotional processing and represents very early attention to affective stimuli. Therefore, this clinical-experimental study investigated the efficacy of mindfulness and NF (10 sessions each) on the EPN in oncology patients."
Prior brief meditation reduces distractor inhibition during cognitive interference,01 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1445327/full,"Masahiro Fujino, Yuuki Ooishi, Yoshiyuki Ueda, Norimichi Kitagawa, Michio Nomura","Background:Mindfulness meditation, comprising focused attention and open monitoring meditations, has been shown to enhance performance on cognitive interference tasks. While this enhancement has been considered not to result from distractor inhibition, no empirical evidence has been provided through behavioral data. In this study, we investigated whether 30-min interventions of focused attention and open monitoring meditations could reduce distractor inhibition in 72 meditation-naïve participants divided into focused attention meditation, open monitoring meditation, and control groups."
Toward self-regulated learning: effects of different types of data-driven feedback on pupils’ mathematics word problem-solving performance,01 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1356852/full,"Jun Huang, Yining Cai, Ziying Lv, Yuanbo Huang, Xiao-Li Zheng","Introduction:Mathematical word problems refer to word problems where the information that is presented needs to be integrated, typically into a mathematical formula, to arrive at a solution to the problem. When solving mathematics word problems, elementary school students often have difficulties improving their performance due to a lack of self-regulated learning (SRL). However, SRL can be developed by adopting an appropriate teaching approach which offers quantitative feedback or learning prompts. With the sophistication of interactive and data-driven feedback technology, it is possible to provide timely and personalized strategies for promoting students’ SRL."
Mobile phone dependence among Chinese university students: the contribution of irrational beliefs and solitude,01 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1453961/full,"Xiaoxue Kuang, Kerry John Kennedy, Hui Li","This research aimed to explore the impact of selected psychological variables on mobile phone dependence among Chinese university students. Specifically, the study focused on the relationship between solitude and irrational beliefs on mobile phone dependence. The study included 2,888 university students from Guangdong, Southern China, and found that both irrational beliefs and solitude had significant direct effects on mobile phone dependence. The study also revealed that solitude mediated the relationship between irrational beliefs and mobile phone dependence. The results of this study indicate that psychosocial environments, including feelings of solitude and irrational beliefs, can influence mobile phone dependence among undergraduate students. Therefore, it is important to pay attention to these factors and their potential impact on student behavior, particularly when it comes to academic growth and development. Further research in this area may help identify effective strategies to address mobile phone dependence among university students and promote healthier psychosocial environments."
The Mediating Role of Resilience in the Relationship between Meaning in Life and Attitude Toward Death among ICU nurses: a cross-sectional study,30 Sep 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1414989/full,"Sisi Li, Wang Lifang, Liu Xiaorong, Rong Li, Rang Li",Abstract not available.
The relationship between sense of coherence and self-efficacy with well-being and mental health - The situation of students at a typical German university during the COVID-19 pandemic and one year after the lifting of social restrictions,30 Sep 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1457992/full,"Lisa-Marie Kösler, Stephanie Bauer, Andreas Möltner, Rainer M. Holm-Hadulla",Abstract not available.
"Classifying Recovery States in U15, U17 and U19 Sub-Elite Football Players: A Machine Learning Approach",30 Sep 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1447968/full,"José Eduardo Teixeira, Samuel Encarnação, Luís Branquinho, Ricardo Ferraz, Daniel L. Portella, Diogo Monteiro, Ryland Morgans, Tiago M. Barbosa, António Miguel Monteiro, Pedro Forte",Abstract not available.
"The Association of Diabetes Risk with Changes in Memory, Working Memory, and Processing Speed Among Older Adults",30 Sep 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1427139/full,"Jungjoo Lee, Junhyoung Kim, Sang Joon An",Abstract not available.
